Index,Field,Value
2.1.2.1,organic_description,"(transitive, intransitive) To breathe quickly or in a labored manner, as after exertion or from eagerness or excitement; to respire with heaving of the breast; ..."
2.1.2.2,organic_link,https://en.wiktionary.org/wiki/pant
2.1.2.3,organic_title,pant - Wiktionary
2.1.3.1,organic_description,"1. Pant, gasp suggest breathing with more effort than usual. Pant suggests rapid, convulsive breathing, as from violent exertion or excitement: to pant ..."
2.1.3.2,organic_link,https://www.dictionary.com/browse/pant
2.1.3.3,organic_title,Pant Definition & Meaning - Dictionary.com
2.1.4.1,organic_description,"1. To breathe rapidly in short gasps, as after exertion. ; 2. To beat loudly or heavily; throb or pulsate. ; 3. To give off loud puffs, especially while moving."
2.1.4.2,organic_link,https://www.thefreedictionary.com/pant
2.1.4.3,organic_title,Pant - definition of pant by The Free Dictionary
2.1.5.1,organic_description,"1-48 of over 90,000 results for ""pants"". RESULTS · iWoo Mens Cotton Linen Drawstring Pants Elastic Waist Casual · Amazon Essentials Men's Straight-Fit ..."
2.1.5.2,organic_link,https://www.amazon.com/pants/s?k=pants
2.1.5.3,organic_title,pants - Amazon.com
2.1.6.1,organic_description,"Any pants you wear on you body come from pantaloons, which in the 1600s meant tights. Definitions of pant. verb. breathe noisily, as when one is exhausted. “The ..."
2.1.6.2,organic_link,https://www.vocabulary.com/dictionary/pant
2.1.6.3,organic_title,"Pant - Definition, Meaning & Synonyms - Vocabulary.com"
2.1.7.1,organic_description,"Pants or trousers, an article of outer clothing worn on the lower half of the body · Underpants, an item of underwear ..."
2.1.7.2,organic_link,https://en.wikipedia.org/wiki/Pant
2.1.7.3,organic_title,Pant - Wikipedia
2.1.8.1,organic_description,"Find 36 ways to say PANT, along with antonyms, related words, and example sentences at Thesaurus.com, the world's most trusted free thesaurus."
2.1.8.2,organic_link,https://www.thesaurus.com/browse/pant
2.1.8.3,organic_title,36 Synonyms & Antonyms for PANT - Thesaurus.com
2.2.1.1,sponsered_link,n/a
2.2.1.2,sponsered_price,n/a
2.2.1.3,sponsered_title,n/a
3.1.1.1,organic_description,"HELMET'S Page Hamilton Teaches Guitar Riffs! Check out ""Give It,"" ""Role Model"" and more on YouTube. Jul 1, 2022. HELMET are going out on the road in North ..."
3.1.1.2,organic_link,https://www.helmetmusic.com/
3.1.1.3,organic_title,Helmet: NEWS
3.1.2.1,organic_description,"HELMET'S Page Hamilton Teaches Guitar Riffs! Check out ""Give It,"" ""Role Model"" and more on YouTube. Jul 1, 2022. HELMET are going out on the road in North ..."
3.1.2.2,organic_link,https://www.amazon.com/helmet/s?k=helmet
3.1.2.3,organic_title,helmet - Amazon.com
3.1.3.1,organic_description,"HELMET'S Page Hamilton Teaches Guitar Riffs! Check out ""Give It,"" ""Role Model"" and more on YouTube. Jul 1, 2022. HELMET are going out on the road in North ..."
3.1.3.2,organic_link,https://www.facebook.com/HelmetMusic
3.1.3.3,organic_title,Helmet | Facebook
3.1.4.1,organic_description,"HELMET'S Page Hamilton Teaches Guitar Riffs! Check out ""Give It,"" ""Role Model"" and more on YouTube. Jul 1, 2022. HELMET are going out on the road in North ..."
3.1.4.2,organic_link,https://www.championhelmets.com/en/helmets.html
3.1.4.3,organic_title,Free Shipping! - Champion Helmets | Motorcycle Gear
3.1.5.1,organic_description,"HELMET'S Page Hamilton Teaches Guitar Riffs! Check out ""Give It,"" ""Role Model"" and more on YouTube. Jul 1, 2022. HELMET are going out on the road in North ..."
3.1.5.2,organic_link,https://www.rei.com/learn/expert-advice/bicycle-helmet.html
3.1.5.3,organic_title,How to Choose a Bike Helmet | REI Co-op
3.1.6.1,organic_description,"HELMET'S Page Hamilton Teaches Guitar Riffs! Check out ""Give It,"" ""Role Model"" and more on YouTube. Jul 1, 2022. HELMET are going out on the road in North ..."
3.1.6.2,organic_link,https://www.revzilla.com/motorcycle-helmets
3.1.6.3,organic_title,"Motorcycle Helmets | DOT Approved & Fast, Free Shipping!"
3.1.7.1,organic_description,"HELMET'S Page Hamilton Teaches Guitar Riffs! Check out ""Give It,"" ""Role Model"" and more on YouTube. Jul 1, 2022. HELMET are going out on the road in North ..."
3.1.7.2,organic_link,https://en.wikipedia.org/wiki/Helmet_(band)
3.1.7.3,organic_title,Helmet (band) - Wikipedia
3.1.8.1,organic_description,"HELMET'S Page Hamilton Teaches Guitar Riffs! Check out ""Give It,"" ""Role Model"" and more on YouTube. Jul 1, 2022. HELMET are going out on the road in North ..."
3.1.8.2,organic_link,https://www.rei.com/c/bike-helmets
3.1.8.3,organic_title,Bike Helmets for Men & Women | REI Co-op
3.2.1.1,sponsered_link,n/a
3.2.1.2,sponsered_price,n/a
3.2.1.3,sponsered_title,"Title of Retrospec Bike-Helmets Retrospec Dakota Bicycle/Skateboard Helmet for Adults - Commuter, Bike, Skate, Scooter, Longboard & Incline Skating -"
3.2.2.1,sponsered_link,n/a
3.2.2.2,sponsered_price,n/a
3.2.2.3,sponsered_title,Title of Heritage Bike & Skate Helmet - Thousand Navy Lg
3.2.3.1,sponsered_link,n/a
3.2.3.2,sponsered_price,n/a
3.2.3.3,sponsered_title,Title of Retrospec Dakota Bike & Skate Helmet | Color: Matte Eggshell | Size: Large: 58-61cm
3.2.4.1,sponsered_link,n/a
3.2.4.2,sponsered_price,n/a
3.2.4.3,sponsered_title,Title of Heritage Bike & Skate Helmet - Speedway Creme Sm
3.2.5.1,sponsered_link,n/a
3.2.5.2,sponsered_price,n/a
3.2.5.3,sponsered_title,"Title of Retrospec Bike-Helmets Retrospec Dakota Bicycle/Skateboard Helmet for Adults - Commuter, Bike, Skate, Scooter, Longboard & Incline Skating -"
3.2.6.1,sponsered_link,n/a
3.2.6.2,sponsered_price,n/a
3.2.6.3,sponsered_title,Title of Thousand Jr. Kids Helmet - Speedway Creme
3.2.7.1,sponsered_link,n/a
3.2.7.2,sponsered_price,n/a
3.2.7.3,sponsered_title,"Title of Specialized Align Ii Bicycle Helmet, Satin Clay/satin Cast Umber Medium/large, Helmets Bike Gear"
3.2.8.1,sponsered_link,n/a
3.2.8.2,sponsered_price,n/a
3.2.8.3,sponsered_title,Title of Adults' Giro Register XL Bike Helmet Matte Black
