Index,Field,Value
1.1.11.3,organic_rating_count,664
1.1.11.4,organic_title,adidas Women's Racer TR21 Running Shoe  
1.1.12.1,organic_price,n/a
1.1.12.2,organic_rating,4.6 out of 5 stars
1.1.12.3,organic_rating_count,"4,867"
1.1.12.4,organic_title,adidas Men's Lite Racer Adapt 4.0 Running Shoes  
1.1.13.1,organic_price,n/a
1.1.13.2,organic_rating,4.7 out of 5 stars
1.1.13.3,organic_rating_count,"8,452"
1.1.13.4,organic_title,adidas Men's Daily 3.0 Skate Shoe  
1.1.14.1,organic_price,n/a
1.1.14.2,organic_rating,4.6 out of 5 stars
1.1.14.3,organic_rating_count,"1,218"
1.1.14.4,organic_title,Under Armour Men's Charged Commit Tr 3 Cross Trainer  
1.1.15.1,organic_price,n/a
1.1.15.2,organic_rating,4.6 out of 5 stars
1.1.15.3,organic_rating_count,"5,673"
1.1.15.4,organic_title,Under Armour Women's Charged Assert 9 Running Shoe  
1.1.16.1,organic_price,n/a
1.1.16.2,organic_rating,4.7 out of 5 stars
1.1.16.3,organic_rating_count,5
1.1.16.4,organic_title,"Under Armour Men's Surge 3 Road Running Shoe, Black (002)/Black, 15  "
1.1.17.1,organic_price,$109.25
1.1.17.2,organic_rating,4.6 out of 5 stars
1.1.17.3,organic_rating_count,"5,404"
1.1.17.4,organic_title,adidas Men's Ultraboost 21 Running Shoe  
1.1.18.1,organic_price,$59.05
1.1.18.2,organic_rating,4.6 out of 5 stars
1.1.18.3,organic_rating_count,"6,030"
1.1.18.4,organic_title,Skechers D'Lites - Biggest Fan  
1.1.19.1,organic_price,n/a
1.1.19.2,organic_rating,4.7 out of 5 stars
1.1.19.3,organic_rating_count,"4,324"
1.1.19.4,organic_title,Capezio Unisex-Child Jr. Tyette Tap Shoe  
1.1.20.1,organic_price,n/a
1.1.20.2,organic_rating,4.5 out of 5 stars
1.1.20.3,organic_rating_count,263
1.1.20.4,organic_title,"adidas Men's HVC Wrestling Shoe, Black/White/Iron Metallic, 12  "
1.1.21.1,organic_price,$97.00
1.1.21.2,organic_rating,4.6 out of 5 stars
1.1.21.3,organic_rating_count,279
1.1.21.4,organic_title,Columbia Men's Redmond Iii Waterproof Hiking Shoe  
1.1.22.1,organic_price,n/a
1.1.22.2,organic_rating,4.6 out of 5 stars
1.1.22.3,organic_rating_count,148
1.1.22.4,organic_title,Columbia Men's Buxton Peak Mid Ii Hiking Shoe  
1.1.23.1,organic_price,$90.31
1.1.23.2,organic_rating,4.6 out of 5 stars
1.1.23.3,organic_rating_count,"4,010"
1.1.23.4,organic_title,Columbia Men's Crestwood Hiking Shoe  
1.1.24.1,organic_price,n/a
1.1.24.2,organic_rating,4.7 out of 5 stars
1.1.24.3,organic_rating_count,128
1.1.24.4,organic_title,Under Armour Unisex-Child Pursuit 3 Alternate Closure Running Shoe  
1.1.25.1,organic_price,$74.99
1.1.25.2,organic_rating,4.5 out of 5 stars
1.1.25.3,organic_rating_count,"3,023"
1.1.25.4,organic_title,PUMA Unisex-Adult Axelion Cross-Trainer  
1.1.26.1,organic_price,n/a
1.1.26.2,organic_rating,4.6 out of 5 stars
1.1.26.3,organic_rating_count,552
1.1.26.4,organic_title,TOMS Women's Alpargata Recycled Cotton Canvas Loafer Flat  
1.1.27.1,organic_price,n/a
1.1.27.2,organic_rating,4.7 out of 5 stars
1.1.27.3,organic_rating_count,38
1.1.27.4,organic_title,Nike Men's Free Run 2 Running Shoes Sneaker 537732 004  
1.1.28.1,organic_price,n/a
1.1.28.2,organic_rating,4.6 out of 5 stars
1.1.28.3,organic_rating_count,259
1.1.28.4,organic_title,Converse Women's Chuck Taylor All Star Lift Sneakers  
1.1.29.1,organic_price,n/a
1.1.29.2,organic_rating,4.6 out of 5 stars
1.1.29.3,organic_rating_count,"4,207"
1.1.29.4,organic_title,Nike Men's Air Force 1 '07 An20 Basketball Shoe  
1.1.30.1,organic_price,n/a
1.1.30.2,organic_rating,4.5 out of 5 stars
1.1.30.3,organic_rating_count,"25,436"
1.1.30.4,organic_title,Nike Men's Air Monarch IV Cross Trainer  
1.1.31.1,organic_price,n/a
1.1.31.2,organic_rating,4.7 out of 5 stars
1.1.31.3,organic_rating_count,"18,960"
1.1.31.4,organic_title,adidas Unisex-Child Grand Court Tennis Shoe  
1.1.32.1,organic_price,n/a
1.1.32.2,organic_rating,4.6 out of 5 stars
1.1.32.3,organic_rating_count,"9,597"
1.1.32.4,organic_title,Clarks Men's Tilden Cap Oxford Shoe  
1.1.33.1,organic_price,n/a
1.1.33.2,organic_rating,4.5 out of 5 stars
1.1.33.3,organic_rating_count,94
1.1.33.4,organic_title,adidas Men's Lite Racer BYD 2.0 Running Shoe  
1.1.34.1,organic_price,n/a
1.1.34.2,organic_rating,4.5 out of 5 stars
1.1.34.3,organic_rating_count,"4,825"
1.1.34.4,organic_title,adidas Unisex-Child Racer Tr 2.0 Running Shoe  
1.1.35.1,organic_price,$61.09
1.1.35.2,organic_rating,4.4 out of 5 stars
1.1.35.3,organic_rating_count,"2,973"
1.1.35.4,organic_title,Clarks Men's Cotrell Walk Oxford  
1.1.36.1,organic_price,n/a
1.1.36.2,organic_rating,4.7 out of 5 stars
1.1.36.3,organic_rating_count,"2,819"
1.1.36.4,organic_title,Under Armour Unisex Child Grade School Assert 9 Running Shoe  
1.1.37.1,organic_price,$71.25
1.1.37.2,organic_rating,4.6 out of 5 stars
1.1.37.3,organic_rating_count,"1,084"
1.1.37.4,organic_title,Merrell Men's Alpine Sneaker Cross  
1.1.38.1,organic_price,n/a
1.1.38.2,organic_rating,4.5 out of 5 stars
1.1.38.3,organic_rating_count,186
1.1.38.4,organic_title,Under Armour Women's Shadow Running Shoe  
1.1.39.1,organic_price,n/a
1.1.39.2,organic_rating,4.5 out of 5 stars
1.1.39.3,organic_rating_count,"11,917"
1.1.39.4,organic_title,adidas Women's Puremotion Adapt Running Shoe  
1.1.40.1,organic_price,$63.01
1.1.40.2,organic_rating,4.1 out of 5 stars
1.1.40.3,organic_rating_count,20
1.1.40.4,organic_title,adidas Women's Gamecourt 2 Tennis Shoe  
1.1.41.1,organic_price,n/a
1.1.41.2,organic_rating,4.4 out of 5 stars
1.1.41.3,organic_rating_count,454
1.1.41.4,organic_title,Columbia Men's Flow Centre Sneaker  
1.1.42.1,organic_price,n/a
1.1.42.2,organic_rating,4.5 out of 5 stars
1.1.42.3,organic_rating_count,254
1.1.42.4,organic_title,adidas Women's Puremotion Running Shoe  
1.1.43.1,organic_price,n/a
1.1.43.2,organic_rating,4.6 out of 5 stars
1.1.43.3,organic_rating_count,"1,254"
1.1.43.4,organic_title,Capezio Leather Pirouette II Dance Shoe  
1.1.44.1,organic_price,n/a
1.1.44.2,organic_rating,4.5 out of 5 stars
1.1.44.3,organic_rating_count,"18,787"
1.1.44.4,organic_title,Sperry Men's Authentic Original 2-Eye Boat Shoe  
1.1.45.1,organic_price,n/a
1.1.45.2,organic_rating,4.2 out of 5 stars
1.1.45.3,organic_rating_count,"5,292"
1.1.45.4,organic_title,Dr. Scholl's Shoes Women's Luna Sneaker  
1.1.46.1,organic_price,n/a
1.1.46.2,organic_rating,4.6 out of 5 stars
1.1.46.3,organic_rating_count,"5,146"
1.1.46.4,organic_title,Skechers Men's Go Max Clinched-Athletic Mesh Double Gore Slip on Walking Shoe  
1.1.47.1,organic_price,n/a
1.1.47.2,organic_rating,4.4 out of 5 stars
1.1.47.3,organic_rating_count,"60,465"
1.1.47.4,organic_title,Skechers Men's Afterburn Memory-Foam Lace-up Sneaker  
1.1.48.1,organic_price,n/a
1.1.48.2,organic_rating,4.6 out of 5 stars
1.1.48.3,organic_rating_count,"26,787"
1.1.48.4,organic_title,adidas Men's Tech Response Golf Shoes  
1.2.1.1,related_link,"
                                        
                                            
                                                
                                            
                                            
                                                
                                                    heels
                                                
                                            
                                        
                                    "
1.2.1.2,related_title,"
                                                    heels
                                                "
1.2.2.1,related_link,"
                                            
                                                
                                                    
                                                
                                                
                                                    
                                                        shoes for woman
                                                    
                                                
                                            
                                        "
1.2.2.2,related_title,"
                                                        shoes for woman
                                                    "
1.2.3.1,related_link,"
                                        
                                            
                                                
                                            
                                            
                                                
                                                    shoes for boys
                                                
                                            
                                        
                                    "
1.2.3.2,related_title,"
                                                    shoes for boys
                                                "
1.2.4.1,related_link,"
                                        
                                            
                                                
                                            
                                            
                                                
                                                    nike shoes
                                                
                                            
                                        
                                    "
1.2.4.2,related_title,"
                                                    nike shoes
                                                "
2.1.1.1,organic_price,n/a
2.1.1.2,organic_rating,4.4 out of 5 stars
2.1.1.3,organic_rating_count,"48,485"
2.1.1.4,organic_title,"Champion Men's Everyday Fitted Ankle Cotton Pants, 31.5"" Inseam, Cotton Knit Pants Left Hip ""C"" Logo, Cotton Warm-Up Pants  "
2.1.2.1,organic_price,n/a
2.1.2.2,organic_rating,4.5 out of 5 stars
2.1.2.3,organic_rating_count,"17,633"
2.1.2.4,organic_title,Dockers Men's Classic Fit Easy Khaki Pants (Regular and Big & Tall)  
2.1.3.1,organic_price,n/a
2.1.3.2,organic_rating,4.4 out of 5 stars
2.1.3.3,organic_rating_count,Amazon's Choicefor pant
2.1.3.4,organic_title,Champion Men's Everyday Cotton Jogger  
2.1.4.1,organic_price,n/a
2.1.4.2,organic_rating,4.5 out of 5 stars
2.1.4.3,organic_rating_count,"14,462"
2.1.4.4,organic_title,Wrangler Authentics Men's Premium Relaxed Fit Straight Leg Cargo Pant  
2.1.5.1,organic_price,n/a
2.1.5.2,organic_rating,4.4 out of 5 stars
2.1.5.3,organic_rating_count,"4,820"
2.1.5.4,organic_title,Calvin Klein Men's Slim Fit Dress Pant  
2.1.6.1,organic_price,n/a
2.1.6.2,organic_rating,4.8 out of 5 stars
2.1.6.3,organic_rating_count,965
2.1.6.4,organic_title,Carter's Baby Boys' 3-Pack Pants  
2.1.7.1,organic_price,$45.99
2.1.7.2,organic_rating,4.5 out of 5 stars
2.1.7.3,organic_rating_count,"15,175"
2.1.7.4,organic_title,Lee Men's Performance Series Extreme Comfort Straight Fit Pant  
2.1.8.1,organic_price,n/a
2.1.8.2,organic_rating,4.3 out of 5 stars
2.1.8.3,organic_rating_count,"34,494"
2.1.8.4,organic_title,Amazon Essentials Men's Classic-Fit Wrinkle-Resistant Flat-Front Chino Pant  
2.1.9.1,organic_price,$32.99
2.1.9.2,organic_rating,4.2 out of 5 stars
2.1.9.3,organic_rating_count,"24,830"
2.1.9.4,organic_title,Lee Women's Relaxed Fit All Day Straight Leg Pant  
2.1.10.1,organic_price,n/a
2.1.10.2,organic_rating,4.7 out of 5 stars
2.1.10.3,organic_rating_count,"9,388"
2.1.10.4,organic_title,adidas Men's Tiro 21 Track Pants  
2.1.11.1,organic_price,n/a
2.1.11.2,organic_rating,3.8 out of 5 stars
2.1.11.3,organic_rating_count,"8,475"
2.1.11.4,organic_title,Dickies Women's Relaxed Straight Stretch Twill Pant  
2.1.12.1,organic_price,n/a
2.1.12.2,organic_rating,4.6 out of 5 stars
2.1.12.3,organic_rating_count,"4,612"
2.1.12.4,organic_title,C9 Champion Boys' Open Leg Knit Pants  
2.1.13.1,organic_price,n/a
2.1.13.2,organic_rating,4.7 out of 5 stars
2.1.13.3,organic_rating_count,"8,166"
2.1.13.4,organic_title,Under Armour Boys' Utility Relaxed Baseball Pants  
2.1.14.1,organic_price,n/a
2.1.14.2,organic_rating,4.3 out of 5 stars
2.1.14.3,organic_rating_count,683
2.1.14.4,organic_title,Rawlings Boys' Game/Practice  
2.1.15.1,organic_price,n/a
2.1.15.2,organic_rating,4.2 out of 5 stars
2.1.15.3,organic_rating_count,213
2.1.15.4,organic_title,Mizuno Prospect Softball Pant | 100% Polyester | Practice and Recreational Play  
2.1.16.1,organic_price,n/a
2.1.16.2,organic_rating,4.3 out of 5 stars
2.1.16.3,organic_rating_count,"26,820"
2.1.16.4,organic_title,Amazon Essentials Men's Slim-Fit Wrinkle-Resistant Flat-Front Chino Pant  
2.1.17.1,organic_price,n/a
2.1.17.2,organic_rating,3.9 out of 5 stars
2.1.17.3,organic_rating_count,283
2.1.17.4,organic_title,Nike Men's Air Max 270 Sneaker  
2.1.18.1,organic_price,$36.95
2.1.18.2,organic_rating,4.6 out of 5 stars
2.1.18.3,organic_rating_count,"5,269"
2.1.18.4,organic_title,Skechers Women's Go Walk Pant  
2.1.19.1,organic_price,n/a
2.1.19.2,organic_rating,4.6 out of 5 stars
2.1.19.3,organic_rating_count,"2,197"
2.1.19.4,organic_title,Kenneth Cole REACTION Men's Shadow Check Stretch Slim Fit Dress Pant  
2.1.20.1,organic_price,n/a
2.1.20.2,organic_rating,4.8 out of 5 stars
2.1.20.3,organic_rating_count,"44,849"
2.1.20.4,organic_title,"Simple Joys by Carter's Baby Boys' Pant, Pack of 4  "
2.1.21.1,organic_price,n/a
2.1.21.2,organic_rating,4.3 out of 5 stars
2.1.21.3,organic_rating_count,"13,058"
2.1.21.4,organic_title,Dickies Men's 874 Flex Work Pant  
2.1.22.1,organic_price,n/a
2.1.22.2,organic_rating,4.4 out of 5 stars
2.1.22.3,organic_rating_count,8
2.1.22.4,organic_title,The North Face Women's Apex STH Snow Pant  
2.1.23.1,organic_price,n/a
2.1.23.2,organic_rating,4.3 out of 5 stars
2.1.23.3,organic_rating_count,91
2.1.23.4,organic_title,Mizuno Prospect Baseball Pant | 100% Polyester | Practice and Recreational Play  
2.1.24.1,organic_price,n/a
2.1.24.2,organic_rating,4.7 out of 5 stars
2.1.24.3,organic_rating_count,"3,068"
2.1.24.4,organic_title,Under Armour Men's Utility Relaxed Baseball Pants  
2.1.25.1,organic_price,n/a
2.1.25.2,organic_rating,4.5 out of 5 stars
2.1.25.3,organic_rating_count,"2,227"
2.1.25.4,organic_title,Rawlings Semi-Relaxed Full Length Baseball Pant | Solid & Piped Options | Adult Sizes | Multiple Colors  
2.1.26.1,organic_price,n/a
2.1.26.2,organic_rating,4.5 out of 5 stars
2.1.26.3,organic_rating_count,"1,447"
2.1.26.4,organic_title,Columbia Kids' Cypress Brook II Pant  
2.1.27.1,organic_price,n/a
2.1.27.2,organic_rating,4.5 out of 5 stars
2.1.27.3,organic_rating_count,"2,255"
2.1.27.4,organic_title,CHAMPRO Boys' Girls' Tournament Traditional Low-Rise Softball Pants  
2.1.28.1,organic_price,n/a
2.1.28.2,organic_rating,4.5 out of 5 stars
2.1.28.3,organic_rating_count,188
2.1.28.4,organic_title,The North Face Men's Paramount Active Convertible Pant  
2.1.29.1,organic_price,n/a
2.1.29.2,organic_rating,4.6 out of 5 stars
2.1.29.3,organic_rating_count,"2,709"
2.1.29.4,organic_title,Under Armour Boys' Utility Relaxed Piped Baseball Pant  
2.1.30.1,organic_price,n/a
2.1.30.2,organic_rating,4.5 out of 5 stars
2.1.30.3,organic_rating_count,"2,377"
2.1.30.4,organic_title,CHAMPRO Women's Tournament Traditional Low-Rise Polyester Softball Pant  
2.1.31.1,organic_price,n/a
2.1.31.2,organic_rating,4.3 out of 5 stars
2.1.31.3,organic_rating_count,761
2.1.31.4,organic_title,Under Armour Girls' Softball Pants  
2.1.32.1,organic_price,n/a
2.1.32.2,organic_rating,4.5 out of 5 stars
2.1.32.3,organic_rating_count,"14,912"
2.1.32.4,organic_title,Haggar Men's Premium No Iron Khaki Classic Fit Expandable Waist Flat Front Pant  
2.1.33.1,organic_price,n/a
2.1.33.2,organic_rating,4.3 out of 5 stars
2.1.33.3,organic_rating_count,"3,443"
2.1.33.4,organic_title,Rafaella Women's Curvy Fit Gabardine Bootcut Dress Pants (Size 4-16)  
2.1.34.1,organic_price,$39.50
2.1.34.2,organic_rating,3.9 out of 5 stars
2.1.34.3,organic_rating_count,"7,620"
2.1.34.4,organic_title,Roxy Women's Oceanside Pant  
2.1.35.1,organic_price,n/a
2.1.35.2,organic_rating,4.4 out of 5 stars
2.1.35.3,organic_rating_count,119
2.1.35.4,organic_title,"Dickies womens Genflex Cargo medical scrubs pants, Black, X-Small US  "
2.1.36.1,organic_price,n/a
2.1.36.2,organic_rating,4.4 out of 5 stars
2.1.36.3,organic_rating_count,"5,883"
2.1.36.4,organic_title,Amazon Essentials Men's Slim-Fit Stretch Cargo Pant  
2.1.37.1,organic_price,n/a
2.1.37.2,organic_rating,4.2 out of 5 stars
2.1.37.3,organic_rating_count,"10,380"
2.1.37.4,organic_title,Lee Women's Wrinkle Free Relaxed Fit Straight Leg Pant  
2.1.38.1,organic_price,n/a
2.1.38.2,organic_rating,4.6 out of 5 stars
2.1.38.3,organic_rating_count,"1,746"
2.1.38.4,organic_title,Franklin Sports Youth Baseball Pants - Classic Fit  
2.1.39.1,organic_price,n/a
2.1.39.2,organic_rating,4.4 out of 5 stars
2.1.39.3,organic_rating_count,"3,677"
2.1.39.4,organic_title,Columbia Men's Rapid Rivers Pant  
2.1.40.1,organic_price,n/a
2.1.40.2,organic_rating,4.5 out of 5 stars
2.1.40.3,organic_rating_count,"11,802"
2.1.40.4,organic_title,Dockers Men's Classic Fit Easy Khaki Pants - Pleated (Standard and Big & Tall)  
2.1.41.1,organic_price,n/a
2.1.41.2,organic_rating,4.5 out of 5 stars
2.1.41.3,organic_rating_count,66
2.1.41.4,organic_title,"Dickies Women's GenFlex Cargo Scrubs Pant, D-Navy, X-Large Petite  "
2.1.42.1,organic_price,n/a
2.1.42.2,organic_rating,4.5 out of 5 stars
2.1.42.3,organic_rating_count,"3,080"
2.1.42.4,organic_title,Calvin Klein Men's Modern Fit Dress Pant  
2.1.43.1,organic_price,n/a
2.1.43.2,organic_rating,3.7 out of 5 stars
2.1.43.3,organic_rating_count,"2,054"
2.1.43.4,organic_title,Women Pants Neartime Print Loose Casual Pants American Flag Drawstring Wide Leggings  
2.1.44.1,organic_price,n/a
2.1.44.2,organic_rating,4.7 out of 5 stars
2.1.44.3,organic_rating_count,"1,496"
2.1.44.4,organic_title,Under Armour Boys' Utility Relaxed Pants  
2.1.45.1,organic_price,n/a
2.1.45.2,organic_rating,4.6 out of 5 stars
2.1.45.3,organic_rating_count,404
2.1.45.4,organic_title,Columbia Men's Rebel Roamer Pant  
2.1.46.1,organic_price,n/a
2.1.46.2,organic_rating,4.3 out of 5 stars
2.1.46.3,organic_rating_count,10
2.1.46.4,organic_title,The North Face Men's Straight  
2.1.47.1,organic_price,n/a
2.1.47.2,organic_rating,4.3 out of 5 stars
2.1.47.3,organic_rating_count,178
2.1.47.4,organic_title,Easton ZONE 2 Fastpitch Softball Game/Practice Pant | Women's | Solid Color  
2.1.48.1,organic_price,n/a
2.1.48.2,organic_rating,4.4 out of 5 stars
2.1.48.3,organic_rating_count,"9,994"
2.1.48.4,organic_title,Amazon Essentials Men's Slim-Fit Stretch Golf Pant  
3.1.1.1,organic_price,$30.06
3.1.1.2,organic_rating,4.7 out of 5 stars
3.1.1.3,organic_rating_count,Amazon's Choicefor helmet
3.1.1.4,organic_title,"Schwinn Thrasher Child, Youth, and Adult Lightweight Bike Helmet, Dial Fit Adjustment, Multiple Colors  "
3.1.2.1,organic_price,n/a
3.1.2.2,organic_rating,4.5 out of 5 stars
3.1.2.3,organic_rating_count,"1,071"
3.1.2.4,organic_title,"Retrospec Bike-Helmets Retrospec Dakota Bicycle/Skateboard Helmet for Adults - Commuter, Bike, Skate, Scooter, Longboard & Incline Skating - Shock-Absorbing, Highly-Protective & Premium Ventilation-  "
3.1.3.1,organic_price,n/a
3.1.3.2,organic_rating,4.5 out of 5 stars
3.1.3.3,organic_rating_count,"5,517"
3.1.3.4,organic_title,GLX GX11 Full Face Helmet Matte Black Large  
3.1.4.1,organic_price,n/a
3.1.4.2,organic_rating,4.5 out of 5 stars
3.1.4.3,organic_rating_count,695
3.1.4.4,organic_title,Retrospec Bike Helmet with LED Safety Light Adjustable Dial and Removable Visor  
3.1.5.1,organic_price,n/a
3.1.5.2,organic_rating,4.8 out of 5 stars
3.1.5.3,organic_rating_count,"7,152"
3.1.5.4,organic_title,"Triple Eight THE Certified Sweatsaver Helmet for Skateboarding, BMX, and Roller Skating  "
3.1.6.1,organic_price,n/a
3.1.6.2,organic_rating,4.7 out of 5 stars
3.1.6.3,organic_rating_count,"6,716"
3.1.6.4,organic_title,"Triple Eight Dual Certified Helmet for Bike, Skateboard, Scooter, Roller Skating, Sizes for Adults and Teens  "
3.1.7.1,organic_price,n/a
3.1.7.2,organic_rating,4.2 out of 5 stars
3.1.7.3,organic_rating_count,482
3.1.7.4,organic_title,Sena Outrush Bluetooth Modular Motorcycle Helmet with Intercom System  
3.1.8.1,organic_price,n/a
3.1.8.2,organic_rating,4.6 out of 5 stars
3.1.8.3,organic_rating_count,762
3.1.8.4,organic_title,"Retrospec Skate-and-Skateboarding-Helmets Retrospec Remi Adult Bike Helmet for Men & Women - Bicycle Helmet for Commuting, Road Biking, Skating  "
3.1.9.1,organic_price,n/a
3.1.9.2,organic_rating,4.8 out of 5 stars
3.1.9.3,organic_rating_count,"3,140"
3.1.9.4,organic_title,Giro Fixture MIPS Adult Mountain Cycling Helmet  
3.1.10.1,organic_price,$799.99
3.1.10.2,organic_rating,4.7 out of 5 stars
3.1.10.3,organic_rating_count,334
3.1.10.4,organic_title,Shoei Neotec II Helmet (Large) (Matte Black)  
3.1.11.1,organic_price,n/a
3.1.11.2,organic_rating,4.6 out of 5 stars
3.1.11.3,organic_rating_count,44
3.1.11.4,organic_title,Team Wendy SAR Backcountry Helmet  
3.1.12.1,organic_price,n/a
3.1.12.2,organic_rating,n/a
3.1.12.3,organic_rating_count,n/a
3.1.12.4,organic_title,"Schutt F7 VTD Professional Varsity Football Helmet (Facemask NOT Included), Gold, Medium  "
3.1.13.1,organic_price,n/a
3.1.13.2,organic_rating,4.7 out of 5 stars
3.1.13.3,organic_rating_count,487
3.1.13.4,organic_title,Riddell Victor Youth Helmet  
3.1.14.1,organic_price,n/a
3.1.14.2,organic_rating,4.6 out of 5 stars
3.1.14.3,organic_rating_count,"1,647"
3.1.14.4,organic_title,O'Neal Sierra II Mens Full-Face Slingshot Helmet  
3.1.15.1,organic_price,n/a
3.1.15.2,organic_rating,4.6 out of 5 stars
3.1.15.3,organic_rating_count,"6,979"
3.1.15.4,organic_title,Triple Eight Sweatsaver Liner Skateboarding Helmet  
3.1.16.1,organic_price,n/a
3.1.16.2,organic_rating,4.5 out of 5 stars
3.1.16.3,organic_rating_count,82
3.1.16.4,organic_title,Bauer IMS 5.0 Helmet Combo (II)  
3.1.17.1,organic_price,$999.95
3.1.17.2,organic_rating,5.0 out of 5 stars
3.1.17.3,organic_rating_count,2
3.1.17.4,organic_title,Arai Corsair-X Nakagami 3 Adult Street Motorcycle Helmet - Multicolored/X-Large  
3.1.18.1,organic_price,n/a
3.1.18.2,organic_rating,4.7 out of 5 stars
3.1.18.3,organic_rating_count,"1,214"
3.1.18.4,organic_title,"Bike Helmet Men Women,Shinmax Safety Certificated Bicycle Helmet with USB Rechargeable Rear Light&Detachable Magnetic Goggle&Sun Visor Adjustable Mountain Bike Helmet Road Bicycle MTB Helmet SM-B23  "
3.1.19.1,organic_price,n/a
3.1.19.2,organic_rating,4.5 out of 5 stars
3.1.19.3,organic_rating_count,419
3.1.19.4,organic_title,"Odoland Ski Helmet with Ski Goggles, Light Weight Snowboard Helmet and 2-in-1 Visor Detachable Goggles Set, Snow Sport Helmets for Men Women  "
3.1.20.1,organic_price,n/a
3.1.20.2,organic_rating,4.8 out of 5 stars
3.1.20.3,organic_rating_count,57
3.1.20.4,organic_title,EVS Sports Unisex-Adult T5 Solid Off Road Full Face Motorcycle Helmet  
3.1.21.1,organic_price,n/a
3.1.21.2,organic_rating,4.6 out of 5 stars
3.1.21.3,organic_rating_count,"1,326"
3.1.21.4,organic_title,Retrospec Bike-Helmets Retrospec cm 3 Bike Helmet with led Safety Light Adjustable dial and 24 Vents  
3.1.22.1,organic_price,$300.00
3.1.22.2,organic_rating,4.7 out of 5 stars
3.1.22.3,organic_rating_count,123
3.1.22.4,organic_title,Smith Optics Mainline MIPS Lightweight Full-Face Mountain Bicycle Helmet  
3.1.23.1,organic_price,$579.99
3.1.23.2,organic_rating,4.7 out of 5 stars
3.1.23.3,organic_rating_count,297
3.1.23.4,organic_title,Shoei RF-1400 Helmet (X-Large) (Matte Black)  
3.1.24.1,organic_price,$289.95
3.1.24.2,organic_rating,4.7 out of 5 stars
3.1.24.3,organic_rating_count,276
3.1.24.4,organic_title,Bell Qualifier DLX MIPS Street Helmet (Gloss Black - Large)  
3.1.25.1,organic_price,$679.99
3.1.25.2,organic_rating,4.7 out of 5 stars
3.1.25.3,organic_rating_count,37
3.1.25.4,organic_title,Shoei RF-1400 Faust Men's Street Motorcycle Helmet - TC-5 Matte/Large  
3.1.26.1,organic_price,$422.95
3.1.26.2,organic_rating,4.8 out of 5 stars
3.1.26.3,organic_rating_count,5
3.1.26.4,organic_title,"Nolan N100-5 Consistency Helmet Metallic White (White, Large)  "
3.1.27.1,organic_price,n/a
3.1.27.2,organic_rating,4.6 out of 5 stars
3.1.27.3,organic_rating_count,"1,876"
3.1.27.4,organic_title,"POC, Omne Air Spin Bike Helmet for Commuters and Road Cycling, Lightweight, Breathable and Adjustable  "
3.1.28.1,organic_price,$429.95
3.1.28.2,organic_rating,4.5 out of 5 stars
3.1.28.3,organic_rating_count,227
3.1.28.4,organic_title,Bell Bullitt Helmet (Gloss Black - X-Large)  
3.1.29.1,organic_price,$379.95
3.1.29.2,organic_rating,4.6 out of 5 stars
3.1.29.3,organic_rating_count,5
3.1.29.4,organic_title,Bell SRT Modular Full-Face Helmet Gloss White Large  
3.1.30.1,organic_price,$479.99
3.1.30.2,organic_rating,4.8 out of 5 stars
